ID,Wave,Wavedummy,province,district,region,resarea,resarearural,gender,age,agegroup,educstat,educstatgroup,hhsize,hhsizegroup,lifestyle,voteintparty,voteintakp,turnout,vote2015,vote2015akp,turnout2015,workstat,unemployed,selfprosper,socialsupport,supchildeduc,suphealth,suppreg,supsenior,supwidow,supdisable,supdinkind,supother,supreceive,akpchange,persfinance,crisis,hardship,retrospers,retrossocio,prospers,prossocio,headcover,ethnicity,ethnicdummy,religiosity,hhincome,minimumwage,loghhincome,hhincgroup,incomebrac,tvnews,ginip,sedip,ginir,sedir,gdpcap17,lngdpcap17,mosques,lnmosques,mosqdens,metro,residgroup,prospect,yenidene
689,032017,Post coup attempt,60,Merkez,Western Black Sea,Rural,Rural,Male,66,44+ Years,Secondary School,Below High School,3,3-5 Persons,Religious Conservative,AKP,Yes,Yes,AKP,Yes,Yes,Retired,0,Upper Middle,No,No,No,No,No,No,No,No,Yes,Yes,,Saving Money,No,No,Completely Disagree,Disagree,Disagree,Disagree,"Hijab, Purdah",Turkish,Others,Religious,1500,More than minimum wage,7.3132205,1201-2000TL,Lower Middle Class,Government affiliated,.35800001,1.6903,.34400001,1.7174,5528.8438,8.617734,1172,7.0664668,1.946,No,"Independent, traditional house",Very positive,More than minimum wage
690,032017,Post coup attempt,31,Antakya,Mediterranean,Town,Other,Male,44,29-43 Years,Primary School,Below High School,4,3-5 Persons,Traditional Conservative,AKP,Yes,Yes,AKP,Yes,Yes,Worker,0,Upper Middle,No,No,No,No,No,No,No,No,No,No,Decrease,Saving Money,No,No,Completely Disagree,Completely Disagree,Completely Disagree,Completely Disagree,"Hijab, Purdah",Turkish,Others,Religious,3500,More than minimum wage,8.1605186,3001-5000TL,New Middle Class,Opposition affiliated,.38600001,2.1177001,.396,2.5632999,7084.3364,8.8656416,1073,6.9782138,.68099999,Yes,Apartment,Very positive,More than minimum wage
691,032017,Post coup attempt,7,Kepez,Mediterranean,Metropolitan,Other,Male,49,44+ Years,Secondary School,Below High School,2,1-2 Persons,Religious Conservative,AKP,Yes,Yes,AKP,Yes,Yes,Worker,0,Poor,No,No,No,No,No,No,No,No,No,No,Increase,Has to Borrow,No,,Disagree,Disagree,Completely Disagree,Completely Disagree,,Turkish,Others,Religious,4000,More than minimum wage,8.2940493,3001-5000TL,Upper Class,Opposition affiliated,.373,4.8881001,.396,2.5632999,14253.082,9.5647287,2243,7.7155695,.94800001,No,Apartment,,More than minimum wage
692,032017,Post coup attempt,35,Karabağlar,Aegean,Metropolitan,Other,Female,26,18-28 Years,High School,High School,3,3-5 Persons,Modern,CHP,No,Yes,CHP,No,Yes,Housewife,0,Lower Middle,No,No,No,No,No,No,No,No,No,No,,Making Ends Meet,Yes,Yes,Completely Agree,Agree,Neutral,Agree,No head cover,Other,Others,Religious,1400,More than minimum wage,7.2442274,1201-2000TL,Lower Middle Class,Government affiliated,.38499999,5.6837001,.36300001,3.7437999,12343.741,9.4209042,1895,7.5469742,.442,No,Apartment,Negative,Upto minimum wage
693,032017,Post coup attempt,55,Ilkadim,Western Black Sea,Metropolitan,Other,Female,26,18-28 Years,University,University,3,3-5 Persons,Modern,CHP,No,Yes,,,,Private Sector,0,Lower Middle,No,No,No,No,No,No,No,No,No,No,,Has to Borrow,Yes,Yes,Completely Agree,Completely Agree,Completely Agree,Completely Agree,Head Scarf,Turkish,Others,Believer,1800,More than minimum wage,7.495542,1201-2000TL,New Middle Class,Government affiliated,.35800001,2.6064999,.34400001,1.7174,7475.147,8.9193392,2712,7.9054418,2.0650001,No,Apartment,Negative,More than minimum wage
694,032017,Post coup attempt,58,Merkez,Central Anatolia,Town,Other,Female,25,18-28 Years,University,University,3,3-5 Persons,Modern,CHP,No,Yes,CHP,No,Yes,Unemployed,1,Lower Middle,No,No,No,No,No,No,No,No,No,No,Increase,Has to Borrow,Yes,Yes,Agree,Agree,Disagree,Agree,No head cover,Turkish,Others,Believer,4000,More than minimum wage,8.2940493,3001-5000TL,Upper Class,,.35800001,1.964,.34099999,1.7397,7362.4536,8.9041481,1345,7.2041492,2.164,No,Apartment,Negative,More than minimum wage
695,032017,Post coup attempt,35,Kemalpaşa,Aegean,Town,Other,Female,30,18-28 Years,High School,High School,3,3-5 Persons,Traditional Conservative,CHP,No,Yes,CHP,No,Yes,Housewife,0,Lower Middle,No,No,No,No,No,No,No,No,No,No,Increase,Making Ends Meet,Yes,Yes,Agree,Agree,Neutral,Neutral,No head cover,Turkish,Others,Religious,1000,Upto minimum wage,6.9077554,701-1200TL,Lower Middle Class,Government affiliated,.38499999,5.6837001,.36300001,3.7437999,12343.741,9.4209042,1895,7.5469742,.442,No,"Independent, traditional house",Negative,Upto minimum wage
696,032017,Post coup attempt,6,Pursaklar,West Anatolia,Metropolitan,Other,Female,38,29-43 Years,High School,High School,7,6-8 Persons,Traditional Conservative,Other Parties,No,Yes,Other Parties,No,Yes,Housewife,0,Upper Middle,No,Yes,No,No,Yes,No,No,No,No,Yes,Decrease,Making Ends Meet,No,No,Neutral,Neutral,Neutral,Neutral,Head Scarf,Arab,Others,Religious,4500,More than minimum wage,8.4118328,3001-5000TL,New Middle Class,Opposition affiliated,.382,7.1546001,.38600001,5.5275002,14253.082,9.5647287,3067,8.0284548,.56300002,No,Apartment,Very positive,More than minimum wage
697,032017,Post coup attempt,27,Islahiye,Southeast Anatolia,Town,Other,Female,25,18-28 Years,University,University,6,6-8 Persons,Traditional Conservative,Undecided,No,Yes,Voted Blank (Protest),No,Yes,Unemployed,1,,No,No,No,No,No,No,No,No,No,No,Increase,Has to Borrow,Yes,Yes,Completely Agree,Completely Agree,Neutral,Agree,No head cover,Turkish,Others,Religious,2000,More than minimum wage,7.6009026,1201-2000TL,New Middle Class,Government affiliated,.31900001,2.793,.38,.1532,7656.375,8.9432936,1027,6.9343972,.51200002,No,Apartment,Negative,More than minimum wage
698,032017,Post coup attempt,7,Serik,Mediterranean,Town,Other,Male,45,29-43 Years,High School,High School,3,3-5 Persons,Traditional Conservative,CHP,No,Yes,CHP,No,Yes,Civil Servant,0,Lower Middle,No,No,No,No,No,No,No,No,No,No,Increase,Has to Borrow,No,Yes,Agree,Agree,Completely Agree,Completely Agree,No head cover,Turkish,Others,Believer,2800,More than minimum wage,7.9373746,2001-3000TL,New Middle Class,Government affiliated,.373,4.8881001,.396,2.5632999,14253.082,9.5647287,2243,7.7155695,.94800001,No,"Independent, traditional house",Positive,More than minimum wage
699,032017,Post coup attempt,35,Ödemiş,Aegean,Town,Other,Male,27,18-28 Years,High School,High School,6,6-8 Persons,Modern,CHP,No,Yes,CHP,No,Yes,Worker,0,Poor,No,No,No,No,No,No,No,No,No,No,Increase,Making Ends Meet,Yes,Yes,Agree,Agree,Neutral,Neutral,,Turkish,Others,Religious,3900,More than minimum wage,8.2687321,3001-5000TL,New Middle Class,Opposition affiliated,.38499999,5.6837001,.36300001,3.7437999,12343.741,9.4209042,1895,7.5469742,.442,No,Apartment,Negative,More than minimum wage
700,032017,Post coup attempt,10,Bandirma,West Marmara,Rural,Rural,Male,34,29-43 Years,High School,High School,,,Traditional Conservative,CHP,No,Yes,CHP,No,Yes,Tradesman,0,Lower Middle,No,No,No,No,No,No,No,No,No,No,Increase,Making Ends Meet,Yes,Yes,Completely Agree,Completely Agree,Completely Agree,Completely Agree,Head Scarf,Turkish,Others,Believer,3500,More than minimum wage,8.1605186,3001-5000TL,,Government affiliated,.373,3.1468999,.35299999,2.8722999,8805.833,9.0831699,1676,7.4241652,1.391,Yes,"Independent, traditional house",Negative,More than minimum wage
701,032017,Post coup attempt,34,Bağcilar,Istanbul,Metropolitan,Other,Male,28,18-28 Years,Secondary School,Below High School,2,1-2 Persons,Religious Conservative,Non-voter,No,No,Did not vote,No,No,Merchant / Businessman,0,Lower Middle,No,No,No,No,No,No,No,No,No,No,Increase,Making Ends Meet,Yes,Yes,Completely Agree,Completely Agree,Agree,Agree,Head Scarf,Kurdish,Kurdish,Believer,3000,More than minimum wage,8.0063677,2001-3000TL,Upper Class,,.39700001,10,.39700001,9.9457998,17827.424,9.7884932,3403,8.1324129,.226,No,Apartment,Negative,More than minimum wage
702,032017,Post coup attempt,6,Gölbaşi,West Anatolia,Metropolitan,Other,Male,57,44+ Years,High School,High School,5,3-5 Persons,Modern,CHP,No,Yes,CHP,No,Yes,Retired,0,Poor,No,No,No,No,No,No,No,No,No,No,Increase,Barely Makings Ends Meet,Yes,Yes,Agree,Agree,Agree,Agree,Head Scarf,Turkish,Others,Believer,1400,More than minimum wage,7.2442274,1201-2000TL,Lower Class,Opposition affiliated,.382,7.1546001,.38600001,5.5275002,14253.082,9.5647287,3067,8.0284548,.56300002,No,Apartment,Negative,Upto minimum wage
703,032017,Post coup attempt,7,Serik,Mediterranean,Town,Other,Male,29,18-28 Years,High School,High School,3,3-5 Persons,Traditional Conservative,MHP,No,Yes,MHP,No,Yes,Worker,0,Lower Middle,No,No,No,No,Yes,No,No,Yes,No,Yes,No Change,Making Ends Meet,Yes,Yes,Agree,Agree,Agree,Agree,,Turkish,Others,Believer,8000,More than minimum wage,8.9871969,Higher than 5001TL,Upper Class,Government affiliated,.373,4.8881001,.396,2.5632999,14253.082,9.5647287,2243,7.7155695,.94800001,No,"Independent, traditional house",Negative,More than minimum wage
704,032017,Post coup attempt,6,Pursaklar,West Anatolia,Metropolitan,Other,Female,38,29-43 Years,Primary School,Below High School,5,3-5 Persons,Religious Conservative,Undecided,No,Yes,Did not vote,No,No,Housewife,0,Lower Middle,No,Yes,No,No,Yes,No,No,No,No,Yes,No Change,Making Ends Meet,No,No,Neutral,Disagree,Neutral,Neutral,Head Scarf,Kurdish,Kurdish,Religious,2000,More than minimum wage,7.6009026,1201-2000TL,Lower Middle Class,Government affiliated,.382,7.1546001,.38600001,5.5275002,14253.082,9.5647287,3067,8.0284548,.56300002,No,Apartment,Very positive,More than minimum wage
705,032017,Post coup attempt,34,Sariyer,Istanbul,Metropolitan,Other,Female,38,29-43 Years,Primary School,Below High School,5,3-5 Persons,Traditional Conservative,Non-voter,No,No,AKP,Yes,Yes,Housewife,0,Lower Middle,No,No,No,No,No,No,No,No,No,No,No Change,Making Ends Meet,Yes,Yes,Disagree,Disagree,Agree,Agree,Head Scarf,Turkish,Others,Religious,2500,More than minimum wage,7.8240461,2001-3000TL,Lower Middle Class,Opposition affiliated,.39700001,10,.39700001,9.9457998,17827.424,9.7884932,3403,8.1324129,.226,No,Apartment,Negative,More than minimum wage
706,032017,Post coup attempt,6,Keçiören,West Anatolia,Metropolitan,Other,Male,44,29-43 Years,Primary School,Below High School,3,3-5 Persons,Traditional Conservative,Undecided,No,Yes,,,,"Working, Other",0,Lower Middle,No,No,No,No,No,No,No,No,No,No,No Change,Making Ends Meet,Yes,Yes,Disagree,Disagree,Neutral,Neutral,No head cover,Turkish,Others,Believer,3000,More than minimum wage,8.0063677,2001-3000TL,Upper Class,Government affiliated,.382,7.1546001,.38600001,5.5275002,14253.082,9.5647287,3067,8.0284548,.56300002,No,Apartment,Negative,More than minimum wage
707,032017,Post coup attempt,34,Büyükçekmece,Istanbul,Metropolitan,Other,Female,26,18-28 Years,Graduate,University,2,1-2 Persons,Traditional Conservative,,,,AKP,Yes,Yes,Housewife,0,Lower Middle,No,No,No,No,No,No,No,No,No,No,No Change,Making Ends Meet,No,Yes,Completely Disagree,Disagree,Neutral,Completely Agree,Head Scarf,Turkish,Others,Religious,2500,More than minimum wage,7.8240461,2001-3000TL,Upper Class,Government affiliated,.39700001,10,.39700001,9.9457998,17827.424,9.7884932,3403,8.1324129,.226,No,,Positive,More than minimum wage
708,032017,Post coup attempt,16,Gemlik,East Marmara,Town,Other,Female,21,18-28 Years,High School,High School,5,3-5 Persons,Traditional Conservative,AKP,Yes,Yes,AKP,Yes,Yes,Civil Servant,0,Poor,No,No,No,No,No,No,No,No,No,No,Decrease,Making Ends Meet,No,No,Neutral,Neutral,Neutral,Neutral,Head Scarf,Turkish,Others,Religious,2000,More than minimum wage,7.6009026,1201-2000TL,New Middle Class,Opposition affiliated,.354,4.6698999,.33899999,3.8292,11979.852,9.3909817,1732,7.4570322,.58899999,No,Apartment,Very positive,More than minimum wage
709,032017,Post coup attempt,34,Esenler,Istanbul,Metropolitan,Other,Female,38,29-43 Years,Primary School,Below High School,4,3-5 Persons,Religious Conservative,AKP,Yes,Yes,AKP,Yes,Yes,Housewife,0,Upper Middle,No,No,No,No,No,No,No,No,No,No,,Barely Makings Ends Meet,No,No,Completely Disagree,Completely Disagree,Completely Disagree,Completely Disagree,Head Scarf,Turkish,Others,Religious,2000,More than minimum wage,7.6009026,1201-2000TL,Lower Middle Class,,.39700001,10,.39700001,9.9457998,17827.424,9.7884932,3403,8.1324129,.226,No,Apartment,Very positive,More than minimum wage
710,032017,Post coup attempt,34,Bahçelievler,Istanbul,Metropolitan,Other,Female,38,29-43 Years,Primary School,Below High School,5,3-5 Persons,Religious Conservative,AKP,Yes,Yes,AKP,Yes,Yes,Housewife,0,Lower Middle,No,No,No,No,No,No,No,No,No,No,Decrease,Making Ends Meet,No,Yes,Neutral,Neutral,Disagree,Disagree,Head Scarf,Turkish,Others,Pious,1800,More than minimum wage,7.495542,1201-2000TL,Lower Middle Class,,.39700001,10,.39700001,9.9457998,17827.424,9.7884932,3403,8.1324129,.226,No,,Positive,More than minimum wage
711,032017,Post coup attempt,35,Gaziemir,Aegean,Metropolitan,Other,Male,70,44+ Years,Primary School,Below High School,3,3-5 Persons,Traditional Conservative,AKP,Yes,Yes,AKP,Yes,Yes,Retired,0,Poor,No,No,No,No,No,No,No,No,No,No,Decrease,Making Ends Meet,No,No,Neutral,Disagree,Neutral,Disagree,Head Scarf,Other,Others,Religious,1800,More than minimum wage,7.495542,1201-2000TL,Lower Middle Class,Government affiliated,.38499999,5.6837001,.36300001,3.7437999,12343.741,9.4209042,1895,7.5469742,.442,No,Apartment,Very positive,More than minimum wage
712,032017,Post coup attempt,1,Sariçam,Mediterranean,Town,Other,Male,45,29-43 Years,High School,High School,5,3-5 Persons,Modern,AKP,Yes,Yes,AKP,Yes,Yes,Tradesman,0,Upper Middle,No,No,No,No,No,No,No,No,No,No,Decrease,Saving Money,No,No,Completely Disagree,Completely Disagree,Completely Disagree,Completely Disagree,No head cover,Turkish,Others,Religious,2600,More than minimum wage,7.8632669,2001-3000TL,New Middle Class,Opposition affiliated,.396,3.3,.396,2.5632999,7735.1973,8.953536,1446,7.2765565,.65200001,No,"Independent, traditional house",Very positive,More than minimum wage
713,032017,Post coup attempt,35,Aliağa,Aegean,Town,Other,Male,33,29-43 Years,University,University,3,3-5 Persons,Traditional Conservative,Undecided,No,Yes,AKP,Yes,Yes,Private Sector,0,Lower Middle,No,No,No,No,No,No,No,No,No,No,,Making Ends Meet,No,Yes,Neutral,Neutral,Neutral,Neutral,No head cover,Turkish,Others,Religious,2000,More than minimum wage,7.6009026,1201-2000TL,Lower Middle Class,Government affiliated,.38499999,5.6837001,.36300001,3.7437999,12343.741,9.4209042,1895,7.5469742,.442,No,Apartment,Positive,More than minimum wage
714,032017,Post coup attempt,6,Keçiören,West Anatolia,Metropolitan,Other,Male,28,18-28 Years,University,University,2,1-2 Persons,Traditional Conservative,MHP,No,Yes,AKP,Yes,Yes,Private Sector,0,Upper Middle,No,No,No,No,No,No,No,No,No,No,Decrease,Making Ends Meet,No,No,Disagree,Disagree,Neutral,Neutral,"Hijab, Purdah",Turkish,Others,Religious,2500,More than minimum wage,7.8240461,2001-3000TL,Upper Class,Opposition affiliated,.382,7.1546001,.38600001,5.5275002,14253.082,9.5647287,3067,8.0284548,.56300002,No,Apartment,Very positive,More than minimum wage
715,032017,Post coup attempt,64,Merkez,Aegean,Town,Other,Male,36,29-43 Years,High School,High School,4,3-5 Persons,Traditional Conservative,AKP,Yes,Yes,AKP,Yes,Yes,Worker,0,Lower Middle,No,No,No,No,No,No,No,No,No,No,Decrease,Making Ends Meet,No,No,Disagree,Completely Disagree,Completely Disagree,Completely Disagree,Head Scarf,Turkish,Others,Religious,2500,More than minimum wage,7.8240461,2001-3000TL,New Middle Class,Government affiliated,.354,2.9727001,.36300001,3.7437999,8630.4082,9.0630474,556,6.3207684,1.523,No,Apartment,Very positive,More than minimum wage
716,032017,Post coup attempt,34,Esenler,Istanbul,Metropolitan,Other,Male,38,29-43 Years,High School,High School,4,3-5 Persons,Religious Conservative,AKP,Yes,Yes,AKP,Yes,Yes,Worker,0,Upper Middle,No,No,No,No,No,No,No,No,No,No,,Making Ends Meet,No,No,Disagree,Disagree,Neutral,Neutral,Head Scarf,Turkish,Others,Religious,2000,More than minimum wage,7.6009026,1201-2000TL,New Middle Class,,.39700001,10,.39700001,9.9457998,17827.424,9.7884932,3403,8.1324129,.226,No,,Very positive,More than minimum wage
717,032017,Post coup attempt,59,Çorlu,West Marmara,Metropolitan,Other,Female,42,29-43 Years,High School,High School,2,1-2 Persons,Modern,MHP,No,Yes,MHP,No,Yes,Civil Servant,0,Lower Middle,No,No,No,No,No,No,No,No,No,No,No Change,Making Ends Meet,No,Yes,Disagree,Disagree,Neutral,Neutral,No head cover,Turkish,Others,Believer,4000,More than minimum wage,8.2940493,3001-5000TL,Upper Class,Government affiliated,.32800001,3.8917999,.35299999,2.8722999,13013.775,9.4737635,531,6.2747622,.528,Yes,Gated Community,Positive,More than minimum wage
718,032017,Post coup attempt,35,Karşiyaka,Aegean,Metropolitan,Other,Female,46,29-43 Years,Secondary School,Below High School,2,1-2 Persons,Modern,Undecided,No,Yes,CHP,No,Yes,Worker,0,Lower Middle,No,No,No,No,No,No,No,No,No,No,Decrease,Making Ends Meet,Yes,Yes,Completely Agree,Completely Agree,Completely Agree,Completely Agree,No head cover,Turkish,Others,Believer,2500,More than minimum wage,7.8240461,2001-3000TL,Upper Class,Government affiliated,.38499999,5.6837001,.36300001,3.7437999,12343.741,9.4209042,1895,7.5469742,.442,No,,Negative,More than minimum wage
719,032017,Post coup attempt,64,Merkez,Aegean,Rural,Rural,Female,37,29-43 Years,Secondary School,Below High School,5,3-5 Persons,Modern,Undecided,No,Yes,CHP,No,Yes,Tradesman,0,Lower Middle,No,No,No,No,No,No,No,No,No,No,Decrease,Making Ends Meet,Yes,Yes,Completely Agree,Agree,Agree,Agree,No head cover,Turkish,Others,Believer,1400,More than minimum wage,7.2442274,1201-2000TL,Lower Class,Opposition affiliated,.354,2.9727001,.36300001,3.7437999,8630.4082,9.0630474,556,6.3207684,1.523,No,"Independent, traditional house",Negative,Upto minimum wage
720,032017,Post coup attempt,35,Bayrakli,Aegean,Metropolitan,Other,Female,38,29-43 Years,University,University,4,3-5 Persons,Traditional Conservative,Undecided,No,Yes,Voted Blank (Protest),No,Yes,Private Sector,0,Upper Middle,No,No,No,No,No,No,No,No,No,No,Decrease,Making Ends Meet,Yes,Yes,Agree,Agree,Agree,Agree,No head cover,Turkish,Others,Religious,3000,More than minimum wage,8.0063677,2001-3000TL,New Middle Class,Government affiliated,.38499999,5.6837001,.36300001,3.7437999,12343.741,9.4209042,1895,7.5469742,.442,No,Apartment,Negative,More than minimum wage
721,032017,Post coup attempt,34,Beşiktaş,Istanbul,Metropolitan,Other,Female,43,29-43 Years,University,University,1,1-2 Persons,Modern,Undecided,No,Yes,CHP,No,Yes,Self-employed,0,Upper Middle,No,No,No,No,No,No,No,No,No,No,Decrease,Making Ends Meet,Yes,Yes,Completely Agree,Completely Agree,Completely Agree,Completely Agree,No head cover,Turkish,Others,Non-believer,9000,More than minimum wage,9.1049795,Higher than 5001TL,Upper Class,Government affiliated,.39700001,10,.39700001,9.9457998,17827.424,9.7884932,3403,8.1324129,.226,No,Gated Community,Negative,More than minimum wage
722,032017,Post coup attempt,35,Aliağa,Aegean,Town,Other,Female,31,18-28 Years,University,University,3,3-5 Persons,Modern,CHP,No,Yes,CHP,No,Yes,Private Sector,0,Lower Middle,No,No,No,No,No,No,No,No,No,No,No Change,Saving Money,Yes,Yes,Agree,Agree,Agree,Agree,No head cover,Turkish,Others,Religious,6000,More than minimum wage,8.6995144,Higher than 5001TL,Upper Class,Opposition affiliated,.38499999,5.6837001,.36300001,3.7437999,12343.741,9.4209042,1895,7.5469742,.442,No,Apartment,Negative,More than minimum wage
723,032017,Post coup attempt,59,Çorlu,West Marmara,Metropolitan,Other,Female,30,18-28 Years,University,University,3,3-5 Persons,Traditional Conservative,CHP,No,Yes,CHP,No,Yes,Private Sector,0,Lower Middle,No,No,No,No,No,No,No,No,No,No,Decrease,Making Ends Meet,No,Yes,Disagree,Disagree,Agree,Agree,No head cover,Turkish,Others,Believer,3000,More than minimum wage,8.0063677,2001-3000TL,Upper Class,Government affiliated,.32800001,3.8917999,.35299999,2.8722999,13013.775,9.4737635,531,6.2747622,.528,Yes,Gated Community,Positive,More than minimum wage
724,032017,Post coup attempt,34,Beykoz,Istanbul,Metropolitan,Other,Male,24,18-28 Years,High School,High School,3,3-5 Persons,Modern,CHP,No,Yes,CHP,No,Yes,Student,0,Lower Middle,No,No,No,No,No,No,No,No,No,No,Decrease,Barely Makings Ends Meet,Yes,No,Agree,Agree,Agree,Agree,,Turkish,Others,Believer,1000,Upto minimum wage,6.9077554,701-1200TL,Lower Middle Class,,.39700001,10,.39700001,9.9457998,17827.424,9.7884932,3403,8.1324129,.226,No,Gecekondu / Unplastered Apartment,Positive,Upto minimum wage
